Hash,Message,Parent Hashes,Is Merge Commit,Modified Files
3dbbd14ef82d479cdad1859b08978d532118a73b,reintroduce atr stoploss.,['e2d999f83f5ba907065ffc68f78e47f96203f63d'],N,['NostalgiaForInfinityX.py']
ca9a32ff3b99b55c6501ca409040e1c6f4442865,sell_stoploss: allow a short grace period before atr stoploss activates.,['b2d5a79e5afe2b71fa60dcfd5a940a4bdf4e4ee2'],N,['NostalgiaForInfinityX.py']
13e4064b3d3ae0e28330653ed6030749b1fb7fe6,sell_stoploss: rework.,['6cfa8f15522abf1167eb2e6d0edaddc6f6d537a3'],N,['NostalgiaForInfinityX.py']
c719c3263d35d9b340c455b1f7fd58f12eb57497,sell_stoploss: increase the trade duration threshold check.,['f5921fdbf7b3e7f417a57ce09cc814ebcd3880fc'],N,['NostalgiaForInfinityX.py']
ac08c95c506ba0a6aac32333d3464d57cac5a668,sell_stoploss: remove atr. introduce new.,['c719c3263d35d9b340c455b1f7fd58f12eb57497'],N,['NostalgiaForInfinityX.py']
e62ec17c21dc3440776bdb8c42130bf8d821621c,sell_stoploss: rework.,['51e4806ec3b9c277db2402faa82b78f304f344c9'],N,['NostalgiaForInfinityX.py']
7ee54050650d572f2f89d3676565541be4e0704e,sell_stoploss: rework.,['e62ec17c21dc3440776bdb8c42130bf8d821621c'],N,['NostalgiaForInfinityX.py']
42c19756d6bb77483bca3b8b213a4ebfc9e49741,sell_stoploss: rework.,['7ee54050650d572f2f89d3676565541be4e0704e'],N,['NostalgiaForInfinityX.py']
8d4cad25006c5d5cdc8b20f2cb90eec8a3736966,sell_stoploss: rework.,['42c19756d6bb77483bca3b8b213a4ebfc9e49741'],N,['NostalgiaForInfinityX.py']
d77ac8f17dfe410a51388fe31836ee0d6fa85be0,sell_stoploss: switch to atr.,['d92fb18fdbb21e7e09038002c9f3c1ccf776b4d1'],N,['NostalgiaForInfinityX.py']
613fc961eb56cda5ab8a0dfa48ee47dea04bd678,stoploss: fine tune the atr thresholds.,['4ba4274a33ba58f4211ec70eb6521816d26a7fdd'],N,['NostalgiaForInfinityX.py']
b3e3d4124daca030383d32de64dad6844d825ddd,sell_stoploss: rework.,['180b4907636527cb644e5c4f30662ba7c57be575'],N,['NostalgiaForInfinityX.py']
a3df837096a4dd1dcf8ee2515cb895fe80930f2e,sell_stoploss: rework.,['447b55a96abe7dbaf4f3b0f41cc2f0fc03df35f2'],N,['NostalgiaForInfinityX.py']
83c0d710370d4765eca610e5745565b1c74b9407,sell_stoploss: rework.,['7a6af0fd80be770f97287aa109930a306ebffbbe'],N,['NostalgiaForInfinityX.py']
d4012c429e976510427239073694c89decd254b5,sell_stoploss: rework.,['05ac90aa549e1641a9b967fa812c272132f655ce'],N,['NostalgiaForInfinityX.py']
3db7a581cda2253feff9e3d459aef3f75e4f7550,allow changing of the initial stake if rebuy is enabled and a fixed stake used.,['9aaa65d59e814a1a8f374fdc36b9fc7dbc843645'],N,['NostalgiaForInfinityX.py']
8a2031cde3e648ea19ccbce78e3155e42826010c,stoploss: fine tune the atr thresholds.,['7d334d90a36bc7caa88cbbc55320783e57390f6e'],N,['NostalgiaForInfinityX.py']
7c2cb26fbb6de3e742372afd8d5d60527c16f6b1,fix typo.,['6cd82ea24691ab202777aa4084916581741f8d2b'],N,['NostalgiaForInfinityX.py']
c42f37e2e2d91906e6f45fa36a65a5dcdd0706ca,sell_stoploss: rework.,['28a83f3c08f4ab1e9515ad162d7ac9fd0f8bec2d'],N,['NostalgiaForInfinityX.py']
6ef66c7b97251b00798b0caf7be914e0ed96e83f,sell_stoploss: rework.,['c42f37e2e2d91906e6f45fa36a65a5dcdd0706ca'],N,['NostalgiaForInfinityX.py']
9adc1a8c036badf4533edbf31a08274f4a181a04,sell_stoploss: rework.,['9f9ad1dd8f0e61c7f308587a96c992a1c6655f2c'],N,['NostalgiaForInfinityX.py']
09f4e0a813bd464dea15cb23593f77d3f81259b3,remove sneaky debug messages,['0cd7299eae371f34e1b10553ade0bc3afe6d3f98'],N,['NostalgiaForInfinityX.py']
d18d6b1d7f7b8bdf3be522ef7cfcf2778e8048cc,x2 fix eof,['09f4e0a813bd464dea15cb23593f77d3f81259b3'],N,['experimental\\NostalgiaForInfinityX2.py']
aeb0121e6444073beaee5c13f6fc1eaef5378ab5,sell_stoploss: rework.,['1b7005630a7cea8b5274e9ccc610e3712c27e89f'],N,['NostalgiaForInfinityX.py']
3bc8fdd584fbe501bc7111d3eaa2f95cf2b65b3f,sell_stoploss: rework.,['c096f4033893e8f6f55378838ee2485fc5024a13'],N,['NostalgiaForInfinityX.py']
73960c1866a60a12b5e618eb0a2b5783b2778253,sell_stoploss: rework.,['b7740473925d81d75f750c84618f359fcde0dd8b'],N,['NostalgiaForInfinityX.py']
6a4c743b83a3e7e4f527d74e20c78579e7657667,sell_stoploss: rework.,['2b2e2724a773676d98e19e8a43e2bcc765013dbb'],N,['NostalgiaForInfinityX.py']
f46a84c80293d71c0646a7163cfe1cf0a6bf3da2,sell_stoploss: rework.,['8b0adb12ffebdc16a4923b15bc7b305e10e136d7'],N,['NostalgiaForInfinityX.py']
fc2fc7a57db959390ad2f994e56632b8d06e0af2,sell_stoploss: rework.,['e7838ccd5717b3a52a733c47020dd5830a2160bf'],N,['NostalgiaForInfinityX.py']
5acac33534d41892682c72da84161b0b8e4668a5,sell_stoploss: rework.,['15ee068985c3dfa0c7250856cbb8394ec5ed84c6'],N,['NostalgiaForInfinityX.py']
d8dc8a2b7ba589109185335a0855f757c9f2946f,sell_stoploss: rework.,['466be83b898340fe8cdab1b82f882c7a513d6edd'],N,['NostalgiaForInfinityX.py']
dd2ea833c32be5c1b4df843d1ad812b33c888f59,stoploss: fine tune the atr thresholds.,['e9fda8d4bb187fff3625f0ad69560ada9e5a8b70'],N,['NostalgiaForInfinityX.py']
c965cf31c258245e41252926da2dc80e84dc8c8c,stoploss: fine tune the atr thresholds.,['dd2ea833c32be5c1b4df843d1ad812b33c888f59'],N,['NostalgiaForInfinityX.py']
b1827945d2e7d26eb1839959ebc34dcbf3dae011,sell_stoploss: rework.,['3fa6bbb76516e7f16cc905ae94d47482d27eb1f8'],N,['NostalgiaForInfinityX.py']
4373c0d7eb920ad841b4e80af46dac49a04af246,sell_stoploss: rework.,['e1940bee39e277ebb04b82d55e33ba976556f54d'],N,['NostalgiaForInfinityX.py']
f5538c67ed3b39e182e0965715d7ddf8e85dec4b,sell_stoploss: rework.,['4373c0d7eb920ad841b4e80af46dac49a04af246'],N,['NostalgiaForInfinityX.py']
ecdf53c6020991012debb2d81af2bf4ad8e91e93,sell_stoploss: rework.,['bf9ec7eb8f28310c10016eec63f677a295c51429'],N,['NostalgiaForInfinityX.py']
3b736ce3c1695f3e0d75c48834f9ae80b1e16f4e,merge branch 'smartmanoj-patch-2',"['f5538c67ed3b39e182e0965715d7ddf8e85dec4b', 'ecdf53c6020991012debb2d81af2bf4ad8e91e93']",Y,[]
91fd77ecd6041f85fbc424fed7a99949e20da10d,fix dd deviation for kucoin january 2022 bt,['db16684108a8dc87612a128a6b1f839fe7e1c3b1'],N,['tests\\backtests\\test_winrate_and_drawdown.py']
38842e78a78e4d31128fc0370c122179467a0fa1,sell_stoploss: rework.,['8e045c87403672c9720ea4c397c8119bf12e166a'],N,['NostalgiaForInfinityX.py']
6b88554db99641e162270d472312f12436fbcb6b,sell_stoploss: rework.,['9b92c4deccd4b28f3617cd17d288f34cb480de3c'],N,['NostalgiaForInfinityX.py']
bbe0942f17c052cde234b3817a1df23348363502,sell_stoploss: rework.,['8fb6afe3c569e1e3a9ca3a0f45cc20160b477068'],N,['NostalgiaForInfinityX.py']
8945ae4432b70ab479f0739125c6a455743b97e0,sell_stoploss: rework.,['1950429af1ce1c49cc1bf74c35770e9d81daa146'],N,['NostalgiaForInfinityX.py']
291c449a66ce661fdf82da21696d679e294ca459,sell_stoploss: rework.,['4510976ca306202ba02f78f9df56ffcfdd776dd4'],N,['NostalgiaForInfinityX.py']
eeb0bb6be1483c1a7fb813df1ff0fc4319baa960,sell_stoploss: rework.,['291c449a66ce661fdf82da21696d679e294ca459'],N,['NostalgiaForInfinityX.py']
47e5ec541b750d3b129a3484ba4d143c52cbad5c,sell_stoploss: rework.,['eeb0bb6be1483c1a7fb813df1ff0fc4319baa960'],N,['NostalgiaForInfinityX.py']
873e2928f199975ca011a003199da768ade218ac,sell_stoploss: rework.,['7ad77987ab820cf8b13c494ea0552220abb7e917'],N,['NostalgiaForInfinityX.py']
af2ea70da72cf4dcc3b15425c421a70c315cf674,sell_stoploss: rework.,['18ed7c79e005f7f4d98cbe4baa534dac5b3a70bc'],N,['NostalgiaForInfinityX.py']
67995bf032632c743d18cb9932c605af19dd8319,sell_stoploss: rework.,['731c38ae3a0a9ada1b765696098e6a351da5df34'],N,['NostalgiaForInfinityX.py']
b9d4a72e19a8aa94721df9ef2ead2bdd80881d44,sell_stoploss: rework.,['67995bf032632c743d18cb9932c605af19dd8319'],N,['NostalgiaForInfinityX.py']
7214035e1520ad8e19d70435e1e15baf964668da,sell_stoploss: rework.,['e527ae09d27c1b43e3c135d310fb1a0cd895052c'],N,['NostalgiaForInfinityX.py']
b0dd54a753d593292bea187f4d85d258b4510395,sell_stoploss: rework.,['fea4088915accd06f695b6490e8a8857dbe17cee'],N,['NostalgiaForInfinityX.py']
df76a51f28bbabae0334d1e9fcce0f62585e508a,sell_stoploss: rework.,['2f6bc7bf1200bebedc28b90987a25f88dad883aa'],N,['NostalgiaForInfinityX.py']
96d1277efcb2c7f91dfbf3c288d34932c3f2f08e,sell_stoploss: add stoploss doom.,['df76a51f28bbabae0334d1e9fcce0f62585e508a'],N,['NostalgiaForInfinityX.py']
75037707ff5c10731a99aec2bf197cae2089287d,sell_stoploss: rework.,['96d1277efcb2c7f91dfbf3c288d34932c3f2f08e'],N,['NostalgiaForInfinityX.py']
290781be05c9d8631fe828d5f7ed77bdebe1c821,added separate stop loss for leverage tokens,['c2fa3f7d6564ae033173eab688b9b8323113e994'],N,['NostalgiaForInfinityX.py']
39d37980ccabf25e6f8b76ef7ec4a9505a8f084c,merge branch 'mkavinkumar1-patch-4',"['c2fa3f7d6564ae033173eab688b9b8323113e994', '290781be05c9d8631fe828d5f7ed77bdebe1c821']",Y,[]
f1fa2086b241a603f1f0675ef5e3fe701ef9d9ac,added separate stop loss for leverage tokens,['6041b0916993437b8a7c1bbea5d6dceb09b77020'],N,['NostalgiaForInfinityX.py']
66b4ccae32bf8223ea262cab25d367c7f3fe60be,merge branch 'mkavinkumar1-patch-5',"['39d37980ccabf25e6f8b76ef7ec4a9505a8f084c', 'f1fa2086b241a603f1f0675ef5e3fe701ef9d9ac']",Y,[]
c9f10f739d1b3b0cd31687aa016b01751dc91441,merge branch 'mkavinkumar1-patch-6',"['602d00e682b386eb4b0e663fda190b72cb0cb105', '4461db27dfd43fbc288267fe72761d2c376a8468']",Y,[]
64f3db6ec41a586cf02a55efab9a1e4b2b422392,sell_stoploss: rework.,['c9f10f739d1b3b0cd31687aa016b01751dc91441'],N,['NostalgiaForInfinityX.py']
fe5d5d802623c73e6315cee3d09bed03691f7742,sell_stoploss: rework.,['2487a62e1158c12d3a0d03f8079f5d5b41a231ba'],N,['NostalgiaForInfinityX.py']
9ef443d407311a4f855607955c9ea650d83579d6,sell_stoploss: rework.,['e9b41c7182b26a446ef91383012f3aef3dd7477c'],N,['NostalgiaForInfinityX.py']
c1967caf4979431ba30895ec299aed9547efd568,sell_stoploss: rework.,['9ef443d407311a4f855607955c9ea650d83579d6'],N,['NostalgiaForInfinityX.py']
63d0baad125b8b364233713c14d03781f2411801,sell_stoploss: rework.,['c1967caf4979431ba30895ec299aed9547efd568'],N,['NostalgiaForInfinityX.py']
e441ed897dfb6d81a7be1f72c678ea0a53ef2ba1,sell_stoploss: rework.,['1d451c3bee449dae0c32c695cae67e2436b7e6ac'],N,['NostalgiaForInfinityX.py']
58d91735d3d5a1ecc7bd97835b39122ae0b16ca9,sell_stoploss: rework.,['ba640f794fe55afe9732bc4690dbc1e038b82d45'],N,['NostalgiaForInfinityX.py']
facf4f0ed0e60e814c8b0329798420b120c10d45,sell_stoploss: rework.,['1968006f0896cca02e33b638683e4a4476029db1'],N,['NostalgiaForInfinityX.py']
d2142199cacb356d92b5f7342ab7b7b3ba08af00,sell_stoploss: rework.,['facf4f0ed0e60e814c8b0329798420b120c10d45'],N,['NostalgiaForInfinityX.py']
f8eee81e115bf8b7ef1919c87ad5a563d94924b1,sell_stoploss: rework.,['d2142199cacb356d92b5f7342ab7b7b3ba08af00'],N,['NostalgiaForInfinityX.py']
e417b3ffd338682a484865d4db6cacaca634122e,merge branch 'mkavinkumar1-patch-9',"['d60ea787a4edb2ad52c8ccb880e8eee2630ac3be', '73b6e26505d8aa94eaa4a43ed86f39c21d9c2bc0']",Y,[]
9d56978f027c1a08ca4eeafb4cf3c5fe0334e5d2,sell_stoploss: rework.,['780327ecf4502fa7d9e33467207bc65f75eb77fc'],N,['NostalgiaForInfinityX.py']
e1be97868373c213801ac62aac8aefb4046ebb57,sell_stoploss: rework.,['9d56978f027c1a08ca4eeafb4cf3c5fe0334e5d2'],N,['NostalgiaForInfinityX.py']
650001ccaa16ccbc509c5a3aa9dee4041cce1eb7,sell_stoploss: rework.,['3f7bf21abd4decb7f018185baeac635b07d59d5e'],N,['NostalgiaForInfinityX.py']
cc28858874a44391968eddd4ff4fe2f865e34ec7,sell_stoploss: rework.,['4ea10ab6300dfb1a1381275d2ec02ecacab165df'],N,['NostalgiaForInfinityX.py']
3b60d978fde42e10e871d4594ee326d25d861249,x2: add sell_long_bull_stoploss.,['9f0c4496adfaf2f9be890a745e635ee5f8cc8b49'],N,['experimental\\NostalgiaForInfinityX2.py']
6f869d0b82561470efba08854d915ec0762dc290,fix backtest ranges.,['e8023e841958a93d8b8836216647611c01d8c6b2'],N,['tests\\backtests\\test_winrate_and_drawdown.py']
39406e2978b0813ea7e3848e42242779093b7b7e,fix s/r functions.,['b0a6b5a74eb105e99af6879b4b67182918b5b918'],N,"['NostalgiaForInfinityX.py', 'experimental\\NostalgiaForInfinityX2.py']"
9733d95ed8d80c43a3595309c099fef2df79d7e6,fix s/r function,['39406e2978b0813ea7e3848e42242779093b7b7e'],N,['NostalgiaForInfinityX.py']
6cdcaf0758b2d81d031253337624cc3c5120d152,fix compile issue due to s/r change,['9733d95ed8d80c43a3595309c099fef2df79d7e6'],N,['NostalgiaForInfinityX.py']
0fc2a7183a4f4652c6349601e1922b156f3a13b3,"skip trailing_stop_loss too  if initial stoploss value not match with cuurent stoploss value, it changes to trailing. this will happen when rebuy  https://github.com/freqtrade/freqtrade/blob/c63b5fbbbf22807526da4eb34411287eeb415be9/freqtrade/strategy/interface.py#l825    due to the recent ccxt bug, as the average price is too high and reduced, it caused stoploss. as the trade was rebuy, and due to the above point, the trade was closed as trailing_stop_loss",['2139853e8007ce76217fedc032929003be3c0676'],N,['NostalgiaForInfinityX.py']
4e86dc5e5858b6f72e624d8546f16f8a1425b818,merge branch 'mkavinkumar1-patch-10',"['87fdaf918715f6bb9a7aa04c52051d8e050cff7c', '57395e7de639a83050c000fe30e115500e4d63c9']",Y,[]
71cc12c93cc68295c89d9bc6c371b2c9c1e74ec0,fix parenthesis.,['4e86dc5e5858b6f72e624d8546f16f8a1425b818'],N,['NostalgiaForInfinityX.py']
dc998f88417930ef7e55744f08b6a25136b459f6,confirm_trade_exit: allow trailing_stop_loss.,['71cc12c93cc68295c89d9bc6c371b2c9c1e74ec0'],N,['NostalgiaForInfinityX.py']
b8285248183e888e8e9841ccfe6d4953e1a9b148,sell_stoploss: rework.,['bff3e502a81072c929d5f71a8d2518f0b7ac9803'],N,['NostalgiaForInfinityX.py']
224f9b0add9184985f6add54112b1e7b3298992b,sell_stoploss: rework.,['26715dd8a695e2077e31234c298bf29b8c210d63'],N,['NostalgiaForInfinityX.py']
c08ee31d3eaddb8675d21a469933c5333fd3cef9,sell_stoploss: rework.,['224f9b0add9184985f6add54112b1e7b3298992b'],N,['NostalgiaForInfinityX.py']
8b769002b43685a26ac37783a0afae0c192a23f0,sell_stoploss: rework.,['b8d6c8d851ca666480c66629a0e444fbc2946376'],N,['NostalgiaForInfinityX.py']
5d559d6caa28eae435a21b8757ecf39a6253426b,sell_stoploss: rework.,['97b2e4f25220661793386b2c9a41f4e573c6e6ac'],N,['NostalgiaForInfinityX.py']
0e5b6815e7d7cbeda1b7cbb455154a7685810aa0,sell_stoploss: rework.,['abc86bb4e48ec64502f123c92279a2de4da42920'],N,['NostalgiaForInfinityX.py']
10fb06ee50b450bc6007f4b3917509d70fb0b00a,fix variable name.,['292a97300dd547c0d76c278d76758a8ef81de39c'],N,['NostalgiaForInfinityX.py']
3789ee428d90c0187efe2334f27a95b6180348fb,unit tests: change selltype to exittype.,['87c9429102bc725b636aafb5287b42d0ed38d011'],N,['tests\\unit\\conftest.py']
a21a342afa9908d456229a069165b039ce6561f0,sell_stoploss: rework.,['90c769905c31fe126aef4821f51a778c91205447'],N,['NostalgiaForInfinityX.py']
7a4e8712b6467c44dcf5dc37a4149cb36f1034df,sell_stoploss: rework.,['f19f7c76cc9908d2e7c6b379dbf308212f4ded90'],N,['NostalgiaForInfinityX.py']
4dbd09a6fbe6b86b376aa58422876100539a19f2,fixed a random ftx bear/bull blacklist issue  sometimes instead of ...bear/usd showed bear.../usd which was not blacklisted with this regex. putting another .* fixes the issue. (for example shit token has it switched isnted of  shitbear it is bearshit and i dont think anyone want to trade shit xd),['729d74c63eea34d430fc6f02c15d3efce6620842'],N,['configs\\blacklist-ftx.json']
23cbdf354cdcfaefc677be2b3ebeea316dd34292,merge branch 'veolcz-patch-1',"['729d74c63eea34d430fc6f02c15d3efce6620842', '4dbd09a6fbe6b86b376aa58422876100539a19f2']",Y,[]
e7910efc619ca1aba6d0adff494d7ee26e339ae8,sell_stoploss: rework.,['263c8e8dd176d5367163b61e7dd0f70448c9bc8e'],N,['NostalgiaForInfinityX.py']
f7db1eb135151ff93ec506c65abe22e3504395f7,sell_stoploss: rework.,['87e096e2453daa4e7e7dd1260d6a16470ed09499'],N,['NostalgiaForInfinityX.py']
6f11e468d7af7054410975f27759c05e3ab252a0,fix typo.,['31cfe51f39f3c71c85450e87df53113f73dc6729'],N,['NostalgiaForInfinityX.py']
98ae531a839eb3e2e739160f0701c22717dcd1a8,sell_stoploss: rework.,['f263e445a4393eaade3214fb54a8f15013b58a09'],N,['NostalgiaForInfinityX.py']
84e6a38403bf96da4bde2eb2177281de6d444e8e,sell_stoploss: rework.,['f4f63f3557426f10469f4427c9887c50ef923b10'],N,['NostalgiaForInfinityX.py']
56d26c10f161be89fd25e10b0dee4db106d42e58,sell_stoploss: rework.,['8c9f6da330c0e9ea91bc58c6bf4c8ea150ab29ab'],N,['NostalgiaForInfinityX.py']
78936854ca14d75c7b7a59391c4cc5bf358bd056,sell_stoploss: rework.,['838ae5ea01725d2e01f64c703cad1ab4565ca046'],N,['NostalgiaForInfinityX.py']
0cd5dabc6406026ae8a16004cc05fe6cd9c06a54,merge branch 'smartmanoj-patch-2',"['45374a95c93600f12ef88f0ca3de361df3ab91a5', 'cff8f39d53978163fdf721732066101d5ebf7904']",Y,[]
4bc8abcebbd9cde36b9868a58e8874cbacaf07fc,fix mean volume 4 indicator.,['c82eb10531d9247265111d995ac7cecb645f944c'],N,['NostalgiaForInfinityX.py']
2b57f57904e2ec44eb166a0071d7bf1551173c76,sell_stoploss: rework.,['599047596c1acfeab8f4b9a60b207a61ae97769d'],N,['NostalgiaForInfinityX.py']
9f215eff31eed34e3888d4832b8dd3dccd440c99,sell_stoploss: rework.,['2b57f57904e2ec44eb166a0071d7bf1551173c76'],N,['NostalgiaForInfinityX.py']
3780cff5cfce954cbbd3e9dee1f443940dc440b5,sell_stoploss: rework.,['fa2cf578ded564a10ebabd37ced2802d79ef465d'],N,['NostalgiaForInfinityX.py']
6fe278420acced5edd75e22102d4b8f4597f282e,sell_stoploss: rework.,['9c6023a927d3741e369d5652447db533560418fa'],N,['NostalgiaForInfinityX.py']
2ed94278a6a7c11857ab8fda01065e6ee6355111,sell_stoploss: rework.,['6fe278420acced5edd75e22102d4b8f4597f282e'],N,['NostalgiaForInfinityX.py']
0ad05f87d9ba647057e2193824fb49c64316def9,sell_stoploss: rework.,['e0fd6cfc93c884e3132716091d647acaaa3b47ac'],N,['NostalgiaForInfinityX.py']
6877bd179ae274969d998acdd2770d0b9195881f,sell_stoploss: rework.,['0ad05f87d9ba647057e2193824fb49c64316def9'],N,['NostalgiaForInfinityX.py']
e70d12e16250f4080285a881903fdb015d9dc0d9,"sell_stoploss: add doom 3, safety net.",['750f12ed5c4edbd850a4442056c993ab70189f54'],N,['NostalgiaForInfinityX.py']
9aa1d12065ec5636a758a63ab5915198528f567f,sell_stoploss: rework.,['e70d12e16250f4080285a881903fdb015d9dc0d9'],N,['NostalgiaForInfinityX.py']
400499a2eadca6eb8b2b2de482cb20d3a32d315a,sell_stoploss: rework.,['c30384005ed4dc610bd98e66395e9b05c14ecdf4'],N,['NostalgiaForInfinityX.py']
3c0a7bf58322ba4133bb32da3a4f0e272aaf665a,sell_stoploss: rework.,['400499a2eadca6eb8b2b2de482cb20d3a32d315a'],N,['NostalgiaForInfinityX.py']
d4bc2457d73ff162b7352c5e489a6f59a12b3886,sell_stoploss: remove doom 1; 2 -> 1.,['f36ebfbcb5cad5fc743416e5ec68b7be50bcca42'],N,['NostalgiaForInfinityX.py']
e2f0a796c091a88c6d130a56d7b02af6d14144b3,fix(config): updated deprecated config,['23afe9c67e5fc2998688d1a8a571708889eaf44d'],N,"['configs\\exampleconfig-rebuy.json', 'configs\\exampleconfig.json']"
2ef700dc37b6872c40113362df518cb4fd40007e,sell_stoploss: rework.,['23afe9c67e5fc2998688d1a8a571708889eaf44d'],N,['NostalgiaForInfinityX.py']
d36c5c955df21e923b729a9d0c9bee89d2eab2f8,sell_stoploss: rework.,['e2f0a796c091a88c6d130a56d7b02af6d14144b3'],N,['NostalgiaForInfinityX.py']
a1b2e1bef6378a508b5131d1f37bb50cc009dd42,merge branch 'matthprost-fix/deprecated-configs-examples',"['2ef700dc37b6872c40113362df518cb4fd40007e', 'd36c5c955df21e923b729a9d0c9bee89d2eab2f8']",Y,[]
3846263951b4e62312141030f64053f17aaef386,ci tests: fix identation.,['fe65d51395929ff3ae80fdff711091577544e984'],N,['.github\\workflows\\tests.yml']
8d6af73c6673596a0e12a688cece475cbed30002,"ci tests: pre-commit config, change to black 22.3.0.",['de059811ab7afea90976413f6bbe6d42326057df'],N,['.pre-commit-config.yaml']
ff6677d6c6a77aea48d2faa8b9e9dfaf748ac38b,sell_stoploss: rework.,['d32abe6f655d99c86e50608d4fc0da9b5841e61a'],N,['NostalgiaForInfinityX.py']
b3cbc6d5dd52be57b80c18d39c7ae02edbf86e15,sell_stoploss: rework.,['d83e41660a0302b5abe48a45894eca398f411223'],N,['NostalgiaForInfinityX.py']
4c88420031b7a853eb9b0eeabdafb8bab79bd85c,"fixed config file  unfilledtimeout.""enter"" is wrong .  based on freqtrade official document it should be ""entry""",['a1a7298d46e72d63b28a3c4acc14f837437ffbbf'],N,['configs\\exampleconfig.json']
c785e1a1ea1dd867da4af04f6041257364844bd0,merge branch 'mamad0904-patch-1',"['29e866ee5238d00e8aca76fedbda6928756431ac', '04916b6645615f6f78850401aa40f945ef8acebd']",Y,[]
3cac1f8637e2cc27b8ca15dec350a87e24d0ee25,sell_stoploss: rework.,['97a2945236d6d16dce75da53384f88daaf856c78'],N,['NostalgiaForInfinityX.py']
8eb4f7823b6510d7db680bd5d22aeec0fe8bb26e,sell_stoploss: rework.,['3cac1f8637e2cc27b8ca15dec350a87e24d0ee25'],N,['NostalgiaForInfinityX.py']
6fc1811ca75a4cd947e6ad1544c3397041aeefdc,sell_stoploss: rework.,['8eb4f7823b6510d7db680bd5d22aeec0fe8bb26e'],N,['NostalgiaForInfinityX.py']
f3703828898a71a17c8f6de5e49ed03458a5ae8e,sell_stoploss: rework.,['6fc1811ca75a4cd947e6ad1544c3397041aeefdc'],N,['NostalgiaForInfinityX.py']
cbc431f0e9467fef971e4d7afa2171ca223cbe0c,sell_stoploss: add sell_stoploss_doom.  for situations with strongly negative sentiment and downtrend.,['6751070ecb69c45881ddc6df164740832a7f544b'],N,['NostalgiaForInfinityX.py']
52b81aa65f4018989ef0b11ec109c4ec1f2e8193,sell_stoploss: rework.,['cbc431f0e9467fef971e4d7afa2171ca223cbe0c'],N,['NostalgiaForInfinityX.py']
ec5e00fab150b2caaf2c0fd4bed08787c714cbb9,sell_stoploss: rework.,['52b81aa65f4018989ef0b11ec109c4ec1f2e8193'],N,['NostalgiaForInfinityX.py']
1f663d8bdc0143af01ea73577131c1cfe60ef852,sell_stoploss: rework.,['ec5e00fab150b2caaf2c0fd4bed08787c714cbb9'],N,['NostalgiaForInfinityX.py']
a5b0dc6fd5458aa45f172b2114cd8b06adc861dd,sell_stoploss: rework.,['625c243db78dc152615f78430e9640e8dca30d28'],N,['NostalgiaForInfinityX.py']
67b23d7f4fc0b948ab149870f97092c0e7561258,sell_stoploss: rework.,['c5b4505c736822f21b05c3160aefdcc3305fce38'],N,['NostalgiaForInfinityX.py']
b41dc821b8484e51352911d69f082c7662d84773,sell_stoploss: rework.,['67b23d7f4fc0b948ab149870f97092c0e7561258'],N,['NostalgiaForInfinityX.py']
cdad3a3c968bfd817e41a461f644bbaebdb830db,sell_stoploss: rework.,['9203e9f89880328331882182de4a84f7d2784dad'],N,['NostalgiaForInfinityX.py']
7756638a956693eef6e2cdcdc9775d44bbd2c859,profit maximizer: turn on for the stoplosses.,['d91f87a4841f54b55b8bf3247bdd2a1ce74c2fee'],N,['NostalgiaForInfinityX.py']
56011f23b589dd165db30afbc02c8074113a70ac,profit maximizer: trailing 0.5% for the stoplosses.,['7756638a956693eef6e2cdcdc9775d44bbd2c859'],N,['NostalgiaForInfinityX.py']
cdd45cf8674e3a83b1fccd4e2ba77b4017efef59,profit maximizer: unique filename per exchange and stake currency.,['e82b8299aac6bd97a686e11f04102a5474f7752d'],N,['NostalgiaForInfinityX.py']
bc064a25f914a8ff96e11eb21ffef77eaf43cb4a,sell_stoploss: code cleaning.,['bde186d93a308accf9eed066d5319aeaa4509ae1'],N,['NostalgiaForInfinityX.py']
e80e6f24ef7e6d028db6843414d6b6f778538896,sell_stoploss: add an absolute lower hard limit.,['332b0edd93527a5a13aa884055def1a0d3c20e8f'],N,['NostalgiaForInfinityX.py']
db47cbf7914b12cba0cdbfe196f15c0fe256a36e,sell_stoploss: rework.,['152b37f3a1cb1f8f415692a4b7bb5a0aa4f78eb6'],N,['NostalgiaForInfinityX.py']
2a5f9778a9b87bda94bab5d244bfcd43cb764518,sell_stoploss: rework.,['49edc84544b82186cb9a9603b5fe121dd67e8be3'],N,['NostalgiaForInfinityX.py']
9678dbe44bbd44990fafc2fdc8636ee2df5971ff,sell_stoploss: rework.,['7e9fcc1c5d104ad32b2f4cbbcd1da9e029c4275d'],N,['NostalgiaForInfinityX.py']
5488e0f61d78ae894f9dcbfffd929c9fd6c5fa21,sell_stoploss: rework.,['9678dbe44bbd44990fafc2fdc8636ee2df5971ff'],N,['NostalgiaForInfinityX.py']
0980aacb16352997a05d0e4b2dc1d93bf3259c8d,sell_stoploss: rework.,['59f3aee9422fb2dbc1c6ee95253e97eb4edfafc1'],N,['NostalgiaForInfinityX.py']
1d9cff272089d7fb77bc9e9ca31991e6684b4482,sell_stoploss: rework.,['6c58df492e98f4136845ada904389fb3ae259853'],N,['NostalgiaForInfinityX.py']
